chp no,sloka no,sent no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,hindi_meaning,english_meaning,samAsa,prayoga,sarvanAma,name_classification,graph,anvaya_no,bgcolor,poem
1,10,1,महा-,महा-ईष्वासः,महत्,महत्,"षष्ठी-बहुव्रीहिः,3.2",महा-,-,-,-,-,-,assets/graphs/01_010_1.jpg,3.1,#FFFF00,-
1,10,1,ईष्वासः,--,ईष्वास{पुं;1;एक},ईष्वास{पुं;1;एक},"विधेय_विशेषणम्,1.1",ईष्वास,-,-,-,-,-,assets/graphs/01_010_1.jpg,3.2,#00BFFF,-
1,10,1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",च2,-,-,-,-,-,assets/graphs/01_010_1.jpg,4.1,#FF99FF,-
1,10,1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/01_010_1.jpg,5.1,#FF1975,-
1,10,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/01_010_1.jpg,6.1,,-
1,10,2,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/01_010_2.jpg,1.1,#00BFFF,-
1,10,2,गूढ-,गूढ-जत्रुः,गूढ(गुह्1;क्त;भ्वादिः),गूढ(गुह्1;क्त;भ्वादिः),"षष्ठी-बहुव्रीहिः,2.2",,-,-,-,-,-,assets/graphs/01_010_2.jpg,2.1,#FFFF00,-
1,10,2,जत्रुः,--,जत्रु{पुं;1;एक},जत्रु{पुं;1;एक},"समुच्चितः,3.2",जत्रु,-,-,-,-,-,assets/graphs/01_010_2.jpg,2.2,#00BFFF,-
1,10,2,अरिन्-,अरिन्-दमः,अरिन्,अरिन्,"उपपद-तत्पुरुषः,3.2",अरिन्-,-,-,-,-,-,assets/graphs/01_010_2.jpg,3.1,#FFFF00,-
1,10,2,दमः,--,दम{पुं;1;एक},दम{पुं;1;एक},"विधेय_विशेषणम्,1.1",आत्मनियंत्रण,-,-,-,-,-,assets/graphs/01_010_2.jpg,3.2,#00BFFF,-
1,10,2,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",और,-,-,-,-,-,assets/graphs/01_010_2.jpg,4.1,#FF99FF,-
1,10,2,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/01_010_2.jpg,5.1,#FF1975,-
1,10,2,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/01_010_2.jpg,6.1,,-
1,10,3,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/01_010_3.jpg,1.1,#00BFFF,-
1,10,3,आजानु-,आजानु-बाहुः,आजानु,आजानु,"षष्ठी-बहुव्रीहिः,2.2",आजानु-,-,-,-,-,-,assets/graphs/01_010_3.jpg,2.1,#FFFF00,-
1,10,3,बाहुः,--,बाहु{पुं;1;एक},बाहु{पुं;1;एक},"समुच्चितः,3.2",भुजा,-,-,-,-,-,assets/graphs/01_010_3.jpg,2.2,#00BFFF,-
1,10,3,सु-,सु-शिराः,सु,सु,"बहुव्रीहिः,3.2",सु-,-,-,-,-,-,assets/graphs/01_010_3.jpg,3.1,#FFFF00,-
1,10,3,शिराः,--,शिर{पुं;1;बहु}/शिर{पुं;8;बहु}/शिरा{स्त्री;8;बहु}/शिरा{स्त्री;1;बहु}/शिरा{स्त्री;2;बहु}/शिरस्{पुं;1;एक},शिरस्{पुं;1;एक},"विधेय_विशेषणम्,1.1",शिरस्,-,-,-,-,-,assets/graphs/01_010_3.jpg,3.2,#00BFFF,-
1,10,3,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",च2,-,-,-,-,-,assets/graphs/01_010_3.jpg,4.1,#FF99FF,-
1,10,3,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/01_010_3.jpg,5.1,#FF1975,-
1,10,3,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/01_010_3.jpg,6.1,,-
1,10,4,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/01_010_4.jpg,1.1,#00BFFF,-
1,10,4,सु-,सु-ललाटः,सु,सु,"बहुव्रीहिः,2.2",सु-,-,-,-,-,-,assets/graphs/01_010_4.jpg,2.1,#FFFF00,-
1,10,4,ललाटः,--,ललाट{पुं;1;एक},ललाट{पुं;1;एक},"समुच्चितः,3.2",ललाट,-,-,-,-,-,assets/graphs/01_010_4.jpg,2.2,#00BFFF,-
1,10,4,सु-,सु-विक्रमः,सु,सु,"बहुव्रीहिः,3.2",सु-,-,-,-,-,-,assets/graphs/01_010_4.jpg,3.1,#FFFF00,-
1,10,4,विक्रमः,--,विक्रम{पुं;1;एक}/विक्रम{पुं;1;एक(वि_क्रम्1;घञ्;भ्वादिः)},विक्रम{पुं;1;एक},"विधेय_विशेषणम्,1.1",विक्रम,-,-,-,-,-,assets/graphs/01_010_4.jpg,3.2,#00BFFF,-
1,10,4,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",च2,-,-,-,-,-,assets/graphs/01_010_4.jpg,4.1,#FF99FF,-
1,10,4,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/01_010_4.jpg,5.1,#FF1975,-
1,10,4,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/01_010_4.jpg,6.1,,-
2,11,1,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_011_1.jpg,1.1,#00BFFF,-
2,11,1,समः,समः,सम{पुं;1;एक}/सम{सर्वनाम;पुं;1;एक},सम{पुं;1;एक},"समुच्चितः,3.3",समान,-,-,-,-,-,assets/graphs/02_011_1.jpg,2.1,#00BFFF,-
2,11,1,सम-,सम-विभक्त-अङ्गः,सम,सम,"बहुपद-बहुव्रीहिः,3.2",सम-,-,-,-,-,-,assets/graphs/02_011_1.jpg,3.1,#FFFF00,-
2,11,1,विभक्त-,--,विभक्त(वि_भज्1;क्त;भ्वादिः),विभक्त(वि_भज्1;क्त;भ्वादिः),"बहुपद-बहुव्रीहिः,3.3",,-,-,-,-,-,assets/graphs/02_011_1.jpg,3.2,#FFFF00,-
2,11,1,अङ्गः,--,अङ्ग{पुं;1;एक}/अङ्गस्{नपुं;1;एक}/अङ्गस्{नपुं;2;एक}/अङ्गस्{नपुं;8;एक}/अङ्गस्{पुं;8;एक},अङ्ग{पुं;1;एक},"विधेय_विशेषणम्,1.1",अङ्ग,-,-,-,-,-,assets/graphs/02_011_1.jpg,3.3,#00BFFF,-
2,11,1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.3",और,-,-,-,-,-,assets/graphs/02_011_1.jpg,4.1,#FF99FF,-
2,11,1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_011_1.jpg,5.1,#FF1975,-
2,11,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_011_1.jpg,6.1,,-
2,11,2,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_011_2.jpg,1.1,#00BFFF,-
2,11,2,स्निग्ध-,स्निग्ध-वर्णः,स्निग्ध(ष्निह्1;क्त;दिवादिः),स्निग्ध(ष्निह्1;क्त;दिवादिः),"षष्ठी-बहुव्रीहिः,2.2",,-,-,-,-,-,assets/graphs/02_011_2.jpg,2.1,#FFFF00,-
2,11,2,वर्णः,--,वर्ण{पुं;1;एक},वर्ण{पुं;1;एक},"समुच्चितः,3.1",वर्ण,-,-,-,-,-,assets/graphs/02_011_2.jpg,2.2,#00BFFF,-
2,11,2,प्रतापवान्,प्रतापवान्,प्रताप{मतुप्;पुं;1;एक},प्रताप{मतुप्;पुं;1;एक},"विधेय_विशेषणम्,1.1",प्रताप_वाला,-,-,-,-,-,assets/graphs/02_011_2.jpg,3.1,#00BFFF,-
2,11,2,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.1",और,-,-,-,-,-,assets/graphs/02_011_2.jpg,4.1,#FF99FF,-
2,11,2,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_011_2.jpg,5.1,#FF1975,-
2,11,2,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_011_2.jpg,6.1,,-
2,11,3,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,6.1",वह,-,-,-,-,-,assets/graphs/02_011_3.jpg,1.1,#00BFFF,-
2,11,3,पीन-,पीन-वक्षः,पीन,पीन,"षष्ठी-बहुव्रीहिः,2.2",पीन-,-,-,-,-,-,assets/graphs/02_011_3.jpg,2.1,#FFFF00,-
2,11,3,वक्षः,--,वक्षस्{नपुं;1;एक}/वक्षस्{नपुं;2;एक}/वक्षस्{नपुं;8;एक}/वक्षस्{पुं;8;एक},वक्षस्{नपुं;1;एक},"समुच्चितः,4.3",छाती,-,-,-,-,-,assets/graphs/02_011_3.jpg,2.2,#00BFFF,-
2,11,3,विशाल-,विशाल-अक्षः,विशाल,विशाल,"षष्ठी-बहुव्रीहिः,3.2",विशाल-,-,-,-,-,-,assets/graphs/02_011_3.jpg,3.1,#FFFF00,-
2,11,3,अक्षः,--,अक्ष{पुं;1;एक},अक्ष{पुं;1;एक},"समुच्चितः,4.3",धुरा,-,-,-,-,-,assets/graphs/02_011_3.jpg,3.2,#00BFFF,-
2,11,3,लक्ष्मीवान्,लक्ष्मीवान्,लक्ष्मी{मतुप्;पुं;1;एक},लक्ष्मी,"समुच्चितः,4.3",लक्ष्मीवान्-,-,-,-,-,-,assets/graphs/02_011_3.jpg,4.1,#FFFF00,-
2,11,3,शुभ-,शुभ-लक्षणः,शुभ,शुभ,"षष्ठी-बहुव्रीहिः,4.3",शुभ-,-,-,-,-,-,assets/graphs/02_011_3.jpg,4.2,#FFFF00,-
2,11,3,लक्षणः,--,लक्षण{पुं;1;एक},लक्षण{पुं;1;एक},"विधेय_विशेषणम्,1.1",लक्षण,-,-,-,-,-,assets/graphs/02_011_3.jpg,4.3,#00BFFF,-
2,11,3,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.3",और,-,-,-,-,-,assets/graphs/02_011_3.jpg,5.1,#FF99FF,-
2,11,3,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_011_3.jpg,6.1,#FF1975,-
2,11,3,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_011_3.jpg,7.1,,-
2,12,1,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_012_1.jpg,1.1,#00BFFF,-
2,12,1,धर्मज्ञः,धर्मज्ञः,धर्मज्ञ{पुं;1;एक},धर्मज्ञ{पुं;1;एक},"समुच्चितः,3.2",धर्मज्ञ,-,-,-,-,-,assets/graphs/02_012_1.jpg,2.1,#00BFFF,-
2,12,1,सत्य-,सत्य-सन्धः,सत्य,सत्य,"षष्ठी-बहुव्रीहिः,3.2",सत्य-,-,-,-,-,-,assets/graphs/02_012_1.jpg,3.1,#FFFF00,-
2,12,1,सन्धः,--,सन्ध{पुं;1;एक},सन्ध{पुं;1;एक},"विधेय_विशेषणम्,1.1",मेल,-,-,-,-,-,assets/graphs/02_012_1.jpg,3.2,#00BFFF,-
2,12,1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",च2,-,-,-,-,-,assets/graphs/02_012_1.jpg,4.1,#FF99FF,-
2,12,1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_012_1.jpg,5.1,#FF1975,-
2,12,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_012_1.jpg,6.1,,-
2,12,2,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,6.1",वह,-,-,-,-,-,assets/graphs/02_012_2.jpg,1.1,#00BFFF,-
2,12,2,प्रजानाम्,प्रजानां,प्रजा{स्त्री;6;बहु},प्रजा{स्त्री;6;बहु},"षष्ठीसम्बन्धः,4.1",प्रजा_के,-,-,-,-,-,assets/graphs/02_012_2.jpg,2.1,#87CEEB,-
2,12,2,च,च,च{अव्य},च{अव्य},"सम्बन्धः,2.1",च1,-,-,-,-,-,assets/graphs/02_012_2.jpg,3.1,#FF99FF,-
2,12,2,हिते,हिते,हित{नपुं;1;द्वि(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;2;द्वि(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;1;द्वि(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;2;द्वि(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;1;द्वि(हि1;क्त;स्वादिः)}/हित{नपुं;2;द्वि(हि1;क्त;स्वादिः)}/हिता{स्त्री;1;द्वि(हि1;क्त;स्वादिः)}/हिता{स्त्री;2;द्वि(हि1;क्त;स्वादिः)},हित{नपुं;2;द्वि(धा1;क्त;जुहोत्यादिः)},"कर्म,5.1",हित,-,-,-,-,-,assets/graphs/02_012_2.jpg,4.1,#93DB70,-
2,12,2,रतः,रतः,रत{पुं;1;एक(रम्1;क्त;भ्वादिः)},रत{पुं;1;एक(रम्1;क्त;भ्वादिः)},"विधेय_विशेषणम्,1.1",प्रसन्न,-,-,-,-,-,assets/graphs/02_012_2.jpg,5.1,#00BFFF,-
2,12,2,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1;सकर्मक",है,-,-,-,-,-,assets/graphs/02_012_2.jpg,6.1,#FF1975,-
2,12,2,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_012_2.jpg,7.1,,-
2,12,3,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_012_3.jpg,1.1,#00BFFF,-
2,12,3,यशस्वी,यशस्वी,यशस्विन्{पुं;1;एक},यशस्विन्{पुं;1;एक},"विशेषणम्,1.1",प्रसिद्ध,-,-,-,-,-,assets/graphs/02_012_3.jpg,2.1,#00BFFF,-
2,12,3,ज्ञान-,ज्ञान-सम्पन्नः,ज्ञान,ज्ञान,"तृतीया-तत्पुरुषः,3.2",ज्ञान-,-,-,-,-,-,assets/graphs/02_012_3.jpg,3.1,#FFFF00,-
2,12,3,सम्पन्नः,--,सम्पन्न{पुं;1;एक(सम्_पद्1;क्त;दिवादिः)},सम्पन्न{पुं;1;एक(सम्_पद्1;क्त;दिवादिः)},"विधेय_विशेषणम्,1.1",सम्पन्न,-,-,-,-,-,assets/graphs/02_012_3.jpg,3.2,#00BFFF,-
2,12,3,(च),(च),च{अव्य},च{अव्य},"सम्बन्धः,3.2",च1,-,-,-,-,-,assets/graphs/02_012_3.jpg,4.1,#FF99FF,-
2,12,3,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_012_3.jpg,5.1,#FF1975,-
2,12,3,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_012_3.jpg,6.1,,-
2,12,4,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,6.1",वह,-,-,-,-,-,assets/graphs/02_012_4.jpg,1.1,#00BFFF,-
2,12,4,शुचिः,शुचिः,शुचि{पुं;1;एक}/शुचि{स्त्री;1;एक},शुचि{पुं;1;एक},"समुच्चितः,4.1",पवित्र,-,-,-,-,-,assets/graphs/02_012_4.jpg,2.1,#00BFFF,-
2,12,4,वश्यः,वश्यः,वश्य{पुं;1;एक},वश्य{पुं;1;एक},"समुच्चितः,4.1",नियन्त्रणीय,-,-,-,-,-,assets/graphs/02_012_4.jpg,3.1,#00BFFF,-
2,12,4,समाधिमान्,समाधिमान्,समाधि{मतुप्;पुं;1;एक},समाधि{मतुप्;पुं;1;एक},"विधेय_विशेषणम्,1.1",समाधि,-,-,-,-,-,assets/graphs/02_012_4.jpg,4.1,#00BFFF,-
2,12,4,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1",च2,-,-,-,-,-,assets/graphs/02_012_4.jpg,5.1,#FF99FF,-
2,12,4,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_012_4.jpg,6.1,#FF1975,-
2,12,4,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_012_4.jpg,7.1,,-
2,13,1,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_013_1.jpg,1.1,#00BFFF,-
2,13,1,प्रजा-,प्रजा-पति-समः,प्रजा,प्रजा,"षष्ठी-तत्पुरुषः,2.2",प्रजा-,-,-,-,-,-,assets/graphs/02_013_1.jpg,2.1,#FFFF00,-
2,13,1,पति-,--,पति,पति,"तृतीया-तत्पुरुषः,2.3",पति-,-,-,-,-,-,assets/graphs/02_013_1.jpg,2.2,#FFFF00,-
2,13,1,समः,--,सम{पुं;1;एक}/सम{सर्वनाम;पुं;1;एक},सम{सर्वनाम;पुं;1;एक},"समुच्चितः,3.1",सम,-,-,-,-,-,assets/graphs/02_013_1.jpg,2.3,#00BFFF,-
2,13,1,श्रीमान्,श्रीमान्,श्रीमत्{पुं;1;एक}/श्री{मतुप्;पुं;1;एक},श्रीमत्{पुं;1;एक},"विधेय_विशेषणम्,1.1",श्री_मान्,-,-,-,-,-,assets/graphs/02_013_1.jpg,3.1,#00BFFF,-
2,13,1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.1",च2,-,-,-,-,-,assets/graphs/02_013_1.jpg,4.1,#FF99FF,-
2,13,1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_013_1.jpg,5.1,#FF1975,-
2,13,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_013_1.jpg,6.1,,-
2,13,2,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1",वह,-,-,-,-,-,assets/graphs/02_013_2.jpg,1.1,#00BFFF,-
2,13,2,धाता,धाता,धा1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}/धा1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}/धा1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}/धे1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/धे1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/धातृ{पुं;1;एक},धातृ{पुं;1;एक},"समुच्चितः,3.2",विधाता,-,-,-,-,-,assets/graphs/02_013_2.jpg,2.1,#00BFFF,-
2,13,2,रिपु-,रिपु-निषूदनः,रिपु,रिपु,"उपपद-तत्पुरुषः,3.2",रिपु-,-,-,-,-,-,assets/graphs/02_013_2.jpg,3.1,#FFFF00,-
2,13,2,निषूदनः,--,निषूदन{पुं;1;एक},निषूदन{पुं;1;एक},"विधेय_विशेषणम्,1.1",निषूदन,-,-,-,-,-,assets/graphs/02_013_2.jpg,3.2,#00BFFF,-
2,13,2,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.2",च2,-,-,-,-,-,assets/graphs/02_013_2.jpg,4.1,#FF99FF,-
2,13,2,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_013_2.jpg,5.1,#FF1975,-
2,13,2,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_013_2.jpg,6.1,,-
2,13,3,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,7.1",वह,-,-,-,-,-,assets/graphs/02_013_3.jpg,1.1,#00BFFF,-
2,13,3,रक्षिता,रक्षिता,रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)},रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)},"समुच्चितः,5.1",चौकीदार,-,-,-,-,-,assets/graphs/02_013_3.jpg,2.1,#00BFFF,-
2,13,3,जीव-,जीव-लोकस्य,जीव,जीव,"षष्ठी-तत्पुरुषः,3.2",जीव-,-,-,-,-,-,assets/graphs/02_013_3.jpg,3.1,#FFFF00,-
2,13,3,लोकस्य,--,लोक{पुं;6;एक}/लोक{नपुं;6;एक},लोक{पुं;6;एक},"षष्ठीसम्बन्धः,2.1",लोक_का,-,-,-,-,-,assets/graphs/02_013_3.jpg,3.2,#87CEEB,-
2,13,3,धर्मस्य,धर्मस्य,धर्म{पुं;6;एक},धर्म{पुं;6;एक},"षष्ठीसम्बन्धः,5.1",धर्म_का,-,-,-,-,-,assets/graphs/02_013_3.jpg,4.1,#87CEEB,-
2,13,3,परिरक्षिता,परिरक्षिता,परि_रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/परि_रक्ष्1{कर्मणि{लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/परिरक्षितृ{पुं;1;एक(परि_रक्ष्1;तृच्;भ्वादिः)}/परिरक्षिता{स्त्री;1;एक(परि_रक्ष्1;क्त;भ्वादिः)},परिरक्षितृ{पुं;1;एक(परि_रक्ष्1;तृच्;भ्वादिः)},"विधेय_विशेषणम्,1.1",,-,-,-,-,-,assets/graphs/02_013_3.jpg,5.1,#00BFFF,-
2,13,3,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.1",च2,-,-,-,-,-,assets/graphs/02_013_3.jpg,6.1,#FF99FF,-
2,13,3,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",है,-,-,-,-,-,assets/graphs/02_013_3.jpg,7.1,#FF1975,-
2,13,3,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/02_013_3.jpg,8.1,,-
2,14,1,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,8.1",वह,-,-,-,-,-,assets/graphs/02_014_1.jpg,1.1,#00BFFF,-
2,14,1,रक्षिता,रक्षिता,रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)},रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)},"समुच्चितः,7.1",चौकीदार,-,-,-,-,-,assets/graphs/02_014_1.jpg,2.1,#00BFFF,-
2,14,1,स्वस्य,स्वस्य,स्व{पुं;6;एक}/स्व{नपुं;6;एक}/स्व{सर्वनाम;पुं;6;एक}/स्व{सर्वनाम;नपुं;6;एक}/सु_अस्3{अव्य{ल्यप्;दिवादिः}/सु_अस्1{अव्य{ल्यप्;भ्वादिः}/सु_अस्2{अव्य{ल्यप्;अदादिः},स्व{पुं;6;एक},"षष्ठीसम्बन्धः,4.1",अपना,-,-,-,-,-,assets/graphs/02_014_1.jpg,3.1,#87CEEB,-
2,14,1,धर्मस्य,धर्मस्य,धर्म{पुं;6;एक},धर्म{पुं;6;एक},"षष्ठीसम्बन्धः,2.1",धर्म_के,-,-,-,-,-,assets/graphs/02_014_1.jpg,4.1,#87CEEB,-
2,14,1,स्व-,स्व-जनस्य,स्व-,स्व-,"षष्ठी-तत्पुरुषः,5.2",अपना,-,-,-,-,-,assets/graphs/02_014_1.jpg,5.1,#FFFF00,-
2,14,1,जनस्य,जनस्य,जन{पुं;6;एक},जन{पुं;6;एक},"षष्ठीसम्बन्धः,7.1",लोग_के,-,-,-,-,-,assets/graphs/02_014_1.jpg,5.2,#87CEEB,-
2,14,1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.1",च2,-,-,-,-,-,assets/graphs/02_014_1.jpg,6.1,#FF99FF,-
2,14,1,रक्षिता,रक्षिता,रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)},रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)},"विधेय_विशेषणम्,1.1",चौकीदार,-,-,-,-,-,assets/graphs/02_014_1.jpg,7.1,#00BFFF,-
